ID,教科書,教科書コード,学年,ファイル単元,大単元,大単元タイトル,単元名,教科書ページ,ページ開始,ページ終了,PDF順,PDFページ,表内順,英語,日本語,重要語,重要語フラグ,注記,英日_問題,英日_答え,日英_問題,日英_答え,元PDF,読みの目安,読み確認メモ,v6正本英語,検索用基本形,変化形・別表記,v6正本日本語,語句構造,複数語フラグ,v7確認状態
913,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,6,chestnut,クリ,,0,,chestnut,クリ,クリ,chestnut,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,チェスナット,,chestnut,chestnut,,クリ,単語,0,原本保持
914,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,7,hear-heard,~が聞こえる[原形-過去形],,0,,hear-heard,~が聞こえる[原形-過去形],~が聞こえる[原形-過去形],hear-heard,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ヒア・ハード,,hear-heard,hear-heard,,~が聞こえる[原形-過去形],単語,0,原本保持
915,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,8,cart,"カート, 手押し車",,0,,cart,"カート, 手押し車","カート, 手押し車",cart,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,カート,,cart,cart,,"カート, 手押し車",単語,0,原本保持
916,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,9,bring-brought,"持ってくる, 連れてくる[原形-過去形]",,0,,bring-brought,"持ってくる, 連れてくる[原形-過去形]","持ってくる, 連れてくる[原形-過去形]",bring-brought,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ブリング・ブロット,,bring-brought,bring-brought,,"持ってくる, 連れてくる[原形-過去形]",単語,0,原本保持
917,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,10,naughty,"いたずらな, わんぱくな",,0,,naughty,"いたずらな, わんぱくな","いたずらな, わんぱくな",naughty,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ノティ,,naughty,naughty,,"いたずらな, わんぱくな",単語,0,原本保持
918,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,11,be full of ~,~でいっぱいである,,0,,be full of ~,~でいっぱいである,~でいっぱいである,be full of ~,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ビー フル オブ ～,,be full of ~,be full of ~,,~でいっぱいである,表現,1,原本保持
919,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,12,little,"小さい, かわいい",,0,,little,"小さい, かわいい","小さい, かわいい",little,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,リットル,,little,little,,"小さい, かわいい",単語,0,原本保持
920,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,13,shout,(~と)叫ぶ,,0,,shout,(~と)叫ぶ,(~と)叫ぶ,shout,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,シャウト,,shout,shout,,(~と)叫ぶ,単語,0,原本保持
921,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,14,another,"ほかの, 別の",,0,,another,"ほかの, 別の","ほかの, 別の",another,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,アナザー,,another,another,,"ほかの, 別の",単語,0,原本保持
922,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,15,rise-rose,"のぼる, 上がる[原形-過去形]",,0,,rise-rose,"のぼる, 上がる[原形-過去形]","のぼる, 上がる[原形-過去形]",rise-rose,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ライズ・ロズ,,rise-rose,rise-rose,,"のぼる, 上がる[原形-過去形]",単語,0,原本保持
923,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,16,alone,ひとりだけの,,0,,alone,ひとりだけの,ひとりだけの,alone,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,アロン,,alone,alone,,ひとりだけの,単語,0,原本保持
924,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,17,play,(いたずらなど)をする,,0,,play,(いたずらなど)をする,(いたずらなど)をする,play,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,プレイ,,play,play,,(いたずらなど)をする,単語,0,原本保持
925,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,18,later,"もっと遅く, あとで",,0,,later,"もっと遅く, あとで","もっと遅く, あとで",later,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,レイター,,later,later,,"もっと遅く, あとで",単語,0,原本保持
926,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,19,nod,うなずく,,0,,nod,うなずく,うなずく,nod,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ナド,,nod,nod,,うなずく,単語,0,原本保持
927,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,20,through ~,~を通り抜けて,,0,,through ~,~を通り抜けて,~を通り抜けて,through ~,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,スルー ～,,through ~,through ~,,~を通り抜けて,表現,1,原本保持
928,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,21,let-let,~の状態にさせる[原形-過去形],,0,,let-let,~の状態にさせる[原形-過去形],~の状態にさせる[原形-過去形],let-let,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,レット・レット,,let-let,let-let,,~の状態にさせる[原形-過去形],単語,0,原本保持
929,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,22,into ~,~の中へ[に],,0,,into ~,~の中へ[に],~の中へ[に],into ~,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,イントゥ ～,,into ~,into ~,,~の中へ[に],表現,1,原本保持
930,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,23,escape,(~から)逃げる,,0,,escape,(~から)逃げる,(~から)逃げる,escape,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,イスケイプ,,escape,escape,,(~から)逃げる,単語,0,原本保持
931,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,24,something,"何か, あるもの",,0,,something,"何か, あるもの","何か, あるもの",something,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,サムシング,,something,something,,"何か, あるもの",単語,0,原本保持
932,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,25,die,死ぬ,,0,,die,死ぬ,死ぬ,die,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ダイ,,die,die,,死ぬ,単語,0,原本保持
933,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,26,someone,"だれか, ある人",,0,,someone,"だれか, ある人","だれか, ある人",someone,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,サムワン,,someone,someone,,"だれか, ある人",単語,0,原本保持
934,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,27,creep-crept,はう[原形-過去形],,0,,creep-crept,はう[原形-過去形],はう[原形-過去形],creep-crept,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,クリプ・クレップト,,creep-crept,creep-crept,,はう[原形-過去形],単語,0,原本保持
935,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,28,himself,彼自身を[に],,0,,himself,彼自身を[に],彼自身を[に],himself,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ヒムセルフ,,himself,himself,,彼自身を[に],単語,0,原本保持
936,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,29,thing,"もの, こと",,0,,thing,"もの, こと","もの, こと",thing,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,シング,,thing,thing,,"もの, こと",単語,0,原本保持
937,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,30,say to myself,ひとり言を言う,,0,,say to myself,ひとり言を言う,ひとり言を言う,say to myself,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,セイ トゥ マイセルフ,,say to myself,say to myself,,ひとり言を言う,複数語,1,原本保持
938,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,31,neighbor,"近所の人, 隣人",,0,,neighbor,"近所の人, 隣人","近所の人, 隣人",neighbor,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ネイバー,,neighbor,neighbor,,"近所の人, 隣人",単語,0,原本保持
939,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,32,out of ~,~から(外へ),,0,,out of ~,~から(外へ),~から(外へ),out of ~,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,アウト オブ ～,,out of ~,out of ~,,~から(外へ),表現,1,原本保持
940,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,33,vendor,行商人,,0,,vendor,行商人,行商人,vendor,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ヴェンダー,,vendor,vendor,,行商人,単語,0,原本保持
941,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,34,one day,ある日,,0,,one day,ある日,ある日,one day,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ワン デイ,,one day,one day,,ある日,複数語,1,原本保持
942,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,35,ground,"地面, 土地",,0,,ground,"地面, 土地","地面, 土地",ground,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,グラウンド,,ground,ground,,"地面, 土地",単語,0,原本保持
943,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,36,look up,視線を上げる,,0,,look up,視線を上げる,視線を上げる,look up,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ルック アップ,,look up,look up,,視線を上げる,複数語,1,原本保持
944,ニューホライズン,NH,2,[1年生]LR,[1年生],"Gon, the Fox Let's Read",Let's Read 教科書本文,P126～P128,126,128,2,1,37,god,神,,0,,god,神,神,god,02.26NH2_KeyWords_[1年生]LR_英日_問題.pdf,ガド,,god,god,,神,単語,0,原本保持
945,ニューホライズン,NH,2,U0,My,Spring Vacation Unit0,Unit0 教科書本文,"P6,P7",6,7,3,1,1,experience,"経験, ~を経験する",☆,1,,experience,"経験, ~を経験する","経験, ~を経験する",experience,03.26NH2_KeyWords_U0_英日_問題.pdf,イックスピリンス,,experience,experience,,"経験, ~を経験する",単語,0,原本保持
946,ニューホライズン,NH,2,U0,My,Spring Vacation Unit0,Unit0 教科書本文,"P6,P7",6,7,3,1,2,ramen,ラーメン,,0,,ramen,ラーメン,ラーメン,ramen,03.26NH2_KeyWords_U0_英日_問題.pdf,ラーメン,,ramen,ramen,,ラーメン,単語,0,原本保持
947,ニューホライズン,NH,2,U0,My,Spring Vacation Unit0,Unit0 教科書本文,"P6,P7",6,7,3,1,3,same,"同じ, 同一の",☆,1,,same,"同じ, 同一の","同じ, 同一の",same,03.26NH2_KeyWords_U0_英日_問題.pdf,セイム,,same,same,,"同じ, 同一の",単語,0,原本保持
948,ニューホライズン,NH,2,U0,My,Spring Vacation Unit0,Unit0 教科書本文,"P6,P7",6,7,3,1,4,noodle,"ヌードル, めん",,0,,noodle,"ヌードル, めん","ヌードル, めん",noodle,03.26NH2_KeyWords_U0_英日_問題.pdf,ヌドル,,noodle,noodle,,"ヌードル, めん",単語,0,原本保持
949,ニューホライズン,NH,2,U0,My,Spring Vacation Unit0,Unit0 教科書本文,"P6,P7",6,7,3,1,5,actually,"実は, 本当は",☆,1,,actually,"実は, 本当は","実は, 本当は",actually,03.26NH2_KeyWords_U0_英日_問題.pdf,アックチュアリ,,actually,actually,,"実は, 本当は",単語,0,原本保持
950,ニューホライズン,NH,2,U0,My,Spring Vacation Unit0,Unit0 教科書本文,"P6,P7",6,7,3,1,6,instant,"即席の, 緊急の",,0,,instant,"即席の, 緊急の","即席の, 緊急の",instant,03.26NH2_KeyWords_U0_英日_問題.pdf,インスタント,,instant,instant,,"即席の, 緊急の",単語,0,原本保持
951,ニューホライズン,NH,2,U0,My,Spring Vacation Unit0,Unit0 教科書本文,"P6,P7",6,7,3,1,7,by the way,ところで,☆,1,,by the way,ところで,ところで,by the way,03.26NH2_KeyWords_U0_英日_問題.pdf,バイ ザ ウェイ,,by the way,by the way,,ところで,複数語,1,原本保持
952,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,1,be going to ~,~するつもりだ,☆,1,*,be going to ~,~するつもりだ,~するつもりだ,be going to ~,04.26NH2_KeyWords_U1_英日_問題.pdf,ビー ゴイング トゥ ～,,be going to ~,be going to ~,,~するつもりだ,表現,1,原本保持
953,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,2,show,~を案内する,,0,,show,~を案内する,~を案内する,show,04.26NH2_KeyWords_U1_英日_問題.pdf,ショウ,,show,show,,~を案内する,単語,0,原本保持
954,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,3,meet,会う,☆,1,,meet,会う,会う,meet,04.26NH2_KeyWords_U1_英日_問題.pdf,ミート,,meet,meet,,会う,単語,0,原本保持
955,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,4,flight,"飛行, (飛行機の)便",,0,,flight,"飛行, (飛行機の)便","飛行, (飛行機の)便",flight,04.26NH2_KeyWords_U1_英日_問題.pdf,フライト,,flight,flight,,"飛行, (飛行機の)便",単語,0,原本保持
956,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,5,leave,"去る, 出発する",☆,1,,leave,"去る, 出発する","去る, 出発する",leave,04.26NH2_KeyWords_U1_英日_問題.pdf,リーブ,,leave,leave,,"去る, 出発する",単語,0,原本保持
957,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,6,airport,"空港, 飛行場",,0,,airport,"空港, 飛行場","空港, 飛行場",airport,04.26NH2_KeyWords_U1_英日_問題.pdf,エアポート,,airport,airport,,"空港, 飛行場",単語,0,原本保持
958,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,7,arrive,到着する,☆,1,,arrive,到着する,到着する,arrive,04.26NH2_KeyWords_U1_英日_問題.pdf,アーアイヴ,,arrive,arrive,,到着する,単語,0,原本保持
959,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,8,golden,"金色の, すばらしい",,0,,golden,"金色の, すばらしい","金色の, すばらしい",golden,04.26NH2_KeyWords_U1_英日_問題.pdf,ゴールダン,,golden,golden,,"金色の, すばらしい",単語,0,原本保持
960,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,9,holiday,"休日, 休暇",☆,1,,holiday,"休日, 休暇","休日, 休暇",holiday,04.26NH2_KeyWords_U1_英日_問題.pdf,ハラデイ,,holiday,holiday,,"休日, 休暇",単語,0,原本保持
961,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,10,around ~,"~のあちこちに[で, を]",,0,,around ~,"~のあちこちに[で, を]","~のあちこちに[で, を]",around ~,04.26NH2_KeyWords_U1_英日_問題.pdf,アラウンド ～,,around ~,around ~,,"~のあちこちに[で, を]",表現,1,原本保持
962,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,11,soon,"すぐに, まもなく",☆,1,,soon,"すぐに, まもなく","すぐに, まもなく",soon,04.26NH2_KeyWords_U1_英日_問題.pdf,スーン,,soon,soon,,"すぐに, まもなく",単語,0,原本保持
963,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part1,"P9,P10",9,10,4,1,12,See you.,またね。,,0,,See you.,またね。,またね。,See you.,04.26NH2_KeyWords_U1_英日_問題.pdf,シー ユー,,See you.,See you.,,またね。,複数語,1,原本保持
964,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part2,P11,11,11,4,1,13,will,"~でしょう, ~するつもりです",☆,1,,will,"~でしょう, ~するつもりです","~でしょう, ~するつもりです",will,04.26NH2_KeyWords_U1_英日_問題.pdf,ウィル,,will,will,,"~でしょう, ~するつもりです",単語,0,原本保持
965,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part2,P11,11,11,4,1,14,you'll,you willの短縮形,,0,,you'll,you willの短縮形,you willの短縮形,you'll,04.26NH2_KeyWords_U1_英日_問題.pdf,ユール,,you'll,you'll,,you willの短縮形,短縮形,0,原本保持
966,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part2,P11,11,11,4,1,15,won't,will notの短縮形,☆,1,,won't,will notの短縮形,will notの短縮形,won't,04.26NH2_KeyWords_U1_英日_問題.pdf,ウォント,,won't,won't,,will notの短縮形,短縮形,0,原本保持
967,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part2,P11,11,11,4,1,16,seafood,シーフード,,0,,seafood,シーフード,シーフード,seafood,04.26NH2_KeyWords_U1_英日_問題.pdf,シフド,,seafood,seafood,,シーフード,単語,0,原本保持
968,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part2,P11,11,11,4,1,17,I'll,I willの短縮形,☆,1,,I'll,I willの短縮形,I willの短縮形,I'll,04.26NH2_KeyWords_U1_英日_問題.pdf,アイル,,I'll,I'll,,I willの短縮形,短縮形,0,原本保持
969,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part2,P11,11,11,4,1,18,reservation,予約,,0,,reservation,予約,予約,reservation,04.26NH2_KeyWords_U1_英日_問題.pdf,レザーヴェイシャン,,reservation,reservation,,予約,単語,0,原本保持
970,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part2,P11,11,11,4,1,19,excited,わくわくした,☆,1,,excited,わくわくした,わくわくした,excited,04.26NH2_KeyWords_U1_英日_問題.pdf,イックサイタッド,,excited,excited,,わくわくした,単語,0,原本保持
971,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part2,P11,11,11,4,1,20,far,遠くに[へ],,0,,far,遠くに[へ],遠くに[へ],far,04.26NH2_KeyWords_U1_英日_問題.pdf,ファー,,far,far,,遠くに[へ],単語,0,原本保持
972,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Part2,P11,11,11,4,1,21,first,最初に,☆,1,,first,最初に,最初に,first,04.26NH2_KeyWords_U1_英日_問題.pdf,ファースト,,first,first,,最初に,単語,0,原本保持
973,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,22,find-found,"~を見つける, 発見する[原形-過去形]",☆,1,,find-found,"~を見つける, 発見する[原形-過去形]","~を見つける, 発見する[原形-過去形]",find-found,04.26NH2_KeyWords_U1_英日_問題.pdf,ファインド・ファウンド,,find-found,find-found,,"~を見つける, 発見する[原形-過去形]",単語,0,原本保持
974,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,23,shop,買い物をする,,0,,shop,買い物をする,買い物をする,shop,04.26NH2_KeyWords_U1_英日_問題.pdf,シャプ,,shop,shop,,買い物をする,単語,0,原本保持
975,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,24,language,"言語, 言葉",☆,1,,language,"言語, 言葉","言語, 言葉",language,04.26NH2_KeyWords_U1_英日_問題.pdf,ランググワジ,,language,language,,"言語, 言葉",単語,0,原本保持
976,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,25,communicate,"連絡する, 意思の疎通をする",,0,,communicate,"連絡する, 意思の疎通をする","連絡する, 意思の疎通をする",communicate,04.26NH2_KeyWords_U1_英日_問題.pdf,カムユナケイト,,communicate,communicate,,"連絡する, 意思の疎通をする",単語,0,原本保持
977,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,26,Chinese,中国語,☆,1,,Chinese,中国語,中国語,Chinese,04.26NH2_KeyWords_U1_英日_問題.pdf,チャイニーズ,,Chinese,Chinese,,中国語,単語,0,原本保持
978,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,27,example,例,,0,,example,例,例,example,04.26NH2_KeyWords_U1_英日_問題.pdf,イッグザムパル,,example,example,,例,単語,0,原本保持
979,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,28,different,"ちがう, 異なる",☆,1,,different,"ちがう, 異なる","ちがう, 異なる",different,04.26NH2_KeyWords_U1_英日_問題.pdf,ディファレント,,different,different,,"ちがう, 異なる",単語,0,原本保持
980,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,29,meter,メートル,,0,,meter,メートル,メートル,meter,04.26NH2_KeyWords_U1_英日_問題.pdf,ミター,,meter,meter,,メートル,単語,0,原本保持
981,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,30,for example,例えば,☆,1,,for example,例えば,例えば,for example,04.26NH2_KeyWords_U1_英日_問題.pdf,フォー イッグザムパル,,for example,for example,,例えば,複数語,1,原本保持
982,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,31,dollar,ドル,,0,,dollar,ドル,ドル,dollar,04.26NH2_KeyWords_U1_英日_問題.pdf,ダラー,,dollar,dollar,,ドル,単語,0,原本保持
983,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,32,weigh,~の重さがある,,0,,weigh,~の重さがある,~の重さがある,weigh,04.26NH2_KeyWords_U1_英日_問題.pdf,ウェイ,,weigh,weigh,,~の重さがある,単語,0,原本保持
984,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think1,"P12,P13",12,13,4,1,33,~tall,身長[高さ]が~ある,,0,,~tall,身長[高さ]が~ある,身長[高さ]が~ある,~tall,04.26NH2_KeyWords_U1_英日_問題.pdf,～ トール,,~tall,~tall,,身長[高さ]が~ある,表現,0,原本保持
985,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think2,"P14,P15",14,15,4,1,34,culture,文化,☆,1,,culture,文化,文化,culture,04.26NH2_KeyWords_U1_英日_問題.pdf,カルチャー,,culture,culture,,文化,単語,0,原本保持
986,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think2,"P14,P15",14,15,4,1,35,painting,(絵の具でかいた)絵,,0,,painting,(絵の具でかいた)絵,(絵の具でかいた)絵,painting,04.26NH2_KeyWords_U1_英日_問題.pdf,ペインティング,,painting,painting,,(絵の具でかいた)絵,単語,0,原本保持
987,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think2,"P14,P15",14,15,4,1,36,surprised,"驚いた, びっくりした",☆,1,,surprised,"驚いた, びっくりした","驚いた, びっくりした",surprised,04.26NH2_KeyWords_U1_英日_問題.pdf,サープライズド,,surprised,surprised,,"驚いた, びっくりした",単語,0,原本保持
988,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think2,"P14,P15",14,15,4,1,37,India,インド,,0,,India,インド,インド,India,04.26NH2_KeyWords_U1_英日_問題.pdf,インディア,,India,India,,インド,単語,0,原本保持
989,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think2,"P14,P15",14,15,4,1,38,area,"場所, 地域",☆,1,,area,"場所, 地域","場所, 地域",area,04.26NH2_KeyWords_U1_英日_問題.pdf,エリア,,area,area,,"場所, 地域",単語,0,原本保持
990,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 Read and Think2,"P14,P15",14,15,4,1,39,wall,かべ,,0,,wall,かべ,かべ,wall,04.26NH2_KeyWords_U1_英日_問題.pdf,ウォール,,wall,wall,,かべ,単語,0,原本保持
991,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 教科書本文,P10～P15,10,15,4,1,40,Singapore,シンガポール,,0,,Singapore,シンガポール,シンガポール,Singapore,04.26NH2_KeyWords_U1_英日_問題.pdf,シンガポール,,Singapore,Singapore,,シンガポール,単語,0,原本保持
992,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 教科書本文,P10～P15,10,15,4,1,41,mosque,"モスク, イスラム教寺院",,0,,mosque,"モスク, イスラム教寺院","モスク, イスラム教寺院",mosque,04.26NH2_KeyWords_U1_英日_問題.pdf,マスク,,mosque,mosque,,"モスク, イスラム教寺院",単語,0,原本保持
993,ニューホライズン,NH,2,U1,Unit1,What can we experience on a trip?,Unit1 教科書本文,P10～P15,10,15,4,1,42,ton,トン[重さの単位],,0,,ton,トン[重さの単位],トン[重さの単位],ton,04.26NH2_KeyWords_U1_英日_問題.pdf,タン,,ton,ton,,トン[重さの単位],単語,0,原本保持
994,ニューホライズン,NH,2,U1,Unit1 What,can we experience on a trip?,Unit1 1～RT2,P9～P15,9,15,4,2,43,around,"~のあちこちに[で, を]",☆,1,,around,"~のあちこちに[で, を]","~のあちこちに[で, を]",around,04.26NH2_KeyWords_U1_英日_問題.pdf,アラウンド,,around,around,,"~のあちこちに[で, を]",単語,0,原本保持
